,Algorithm,CandidatesNum,PopulationSize,Alpha,IterationNumber,Result
5662,4,50,25,0.15,15,10.8
5663,4,50,25,0.15,20,10.2
5664,4,50,25,0.15,25,9.2
5665,4,50,25,0.15,30,8.6
5666,4,50,25,0.15,35,8.4
5667,4,50,25,0.15,40,8.2
5668,4,50,25,0.15,45,8.2
5669,4,50,25,0.15,50,7.0
5670,4,50,25,0.2,5,14.2
5671,4,50,25,0.2,10,12.0
5672,4,50,25,0.2,15,11.4
5673,4,50,25,0.2,20,11.4
5674,4,50,25,0.2,25,10.4
5675,4,50,25,0.2,30,10.4
5676,4,50,25,0.2,35,9.6
5677,4,50,25,0.2,40,9.0
5678,4,50,25,0.2,45,9.4
5679,4,50,25,0.2,50,8.6
5680,4,50,25,0.25,5,14.8
5681,4,50,25,0.25,10,14.2
5682,4,50,25,0.25,15,12.0
5683,4,50,25,0.25,20,11.2
5684,4,50,25,0.25,25,12.0
5685,4,50,25,0.25,30,10.4
5686,4,50,25,0.25,35,11.0
5687,4,50,25,0.25,40,11.2
5688,4,50,25,0.25,45,11.0
5689,4,50,25,0.25,50,9.6
5690,4,50,25,0.3,5,14.0
5691,4,50,25,0.3,10,13.4
5692,4,50,25,0.3,15,13.0
5693,4,50,25,0.3,20,12.0
5694,4,50,25,0.3,25,11.2
5695,4,50,25,0.3,30,12.2
5696,4,50,25,0.3,35,12.0
5697,4,50,25,0.3,40,11.4
5698,4,50,25,0.3,45,12.2
5699,4,50,25,0.3,50,11.2
5700,4,50,30,0.05,5,13.6
5701,4,50,30,0.05,10,10.4
5702,4,50,30,0.05,15,9.4
5703,4,50,30,0.05,20,8.0
5704,4,50,30,0.05,25,6.4
5705,4,50,30,0.05,30,6.2
5706,4,50,30,0.05,35,5.8
5707,4,50,30,0.05,40,5.6
5708,4,50,30,0.05,45,5.2
5709,4,50,30,0.05,50,5.6
5710,4,50,30,0.1,5,13.0
5711,4,50,30,0.1,10,10.6
5712,4,50,30,0.1,15,9.2
5713,4,50,30,0.1,20,8.8
5714,4,50,30,0.1,25,7.6
5715,4,50,30,0.1,30,7.0
5716,4,50,30,0.1,35,6.4
5717,4,50,30,0.1,40,6.6
5718,4,50,30,0.1,45,6.4
5719,4,50,30,0.1,50,6.2
5720,4,50,30,0.15,5,14.0
5721,4,50,30,0.15,10,11.8
5722,4,50,30,0.15,15,10.6
5723,4,50,30,0.15,20,9.6
5724,4,50,30,0.15,25,9.0
5725,4,50,30,0.15,30,8.6
5726,4,50,30,0.15,35,7.6
5727,4,50,30,0.15,40,8.0
5728,4,50,30,0.15,45,7.2
5729,4,50,30,0.15,50,8.0
5730,4,50,30,0.2,5,13.8
5731,4,50,30,0.2,10,12.2
5732,4,50,30,0.2,15,11.4
5733,4,50,30,0.2,20,10.4
5734,4,50,30,0.2,25,9.8
5735,4,50,30,0.2,30,8.8
5736,4,50,30,0.2,35,9.2
5737,4,50,30,0.2,40,9.6
5738,4,50,30,0.2,45,9.4
5739,4,50,30,0.2,50,9.0
5740,4,50,30,0.25,5,15.4
5741,4,50,30,0.25,10,13.6
5742,4,50,30,0.25,15,12.2
5743,4,50,30,0.25,20,11.2
5744,4,50,30,0.25,25,11.8
5745,4,50,30,0.25,30,10.8
5746,4,50,30,0.25,35,11.0
5747,4,50,30,0.25,40,9.8
5748,4,50,30,0.25,45,10.0
5749,4,50,30,0.25,50,10.0
5750,4,50,30,0.3,5,14.2
5751,4,50,30,0.3,10,13.4
5752,4,50,30,0.3,15,13.6
5753,4,50,30,0.3,20,12.8
5754,4,50,30,0.3,25,12.4
5755,4,50,30,0.3,30,12.2
5756,4,50,30,0.3,35,11.4
5757,4,50,30,0.3,40,11.0
5758,4,50,30,0.3,45,12.4
5759,4,50,30,0.3,50,11.2
5760,4,50,35,0.05,5,13.0
5761,4,50,35,0.05,10,10.0
5762,4,50,35,0.05,15,8.8
5763,4,50,35,0.05,20,7.0
5764,4,50,35,0.05,25,6.4
5765,4,50,35,0.05,30,6.2
5766,4,50,35,0.05,35,6.0
5767,4,50,35,0.05,40,5.0
5768,4,50,35,0.05,45,5.4
5769,4,50,35,0.05,50,5.0
5770,4,50,35,0.1,5,13.2
5771,4,50,35,0.1,10,11.4
5772,4,50,35,0.1,15,8.8
5773,4,50,35,0.1,20,8.0
5774,4,50,35,0.1,25,7.8
5775,4,50,35,0.1,30,7.2
5776,4,50,35,0.1,35,6.8
5777,4,50,35,0.1,40,6.4
5778,4,50,35,0.1,45,6.0
5779,4,50,35,0.1,50,6.0
5780,4,50,35,0.15,5,13.4
5781,4,50,35,0.15,10,11.6
5782,4,50,35,0.15,15,10.2
5783,4,50,35,0.15,20,9.6
5784,4,50,35,0.15,25,8.2
5785,4,50,35,0.15,30,7.4
5786,4,50,35,0.15,35,8.0
5787,4,50,35,0.15,40,7.4
5788,4,50,35,0.15,45,7.8
5789,4,50,35,0.15,50,7.4
5790,4,50,35,0.2,5,15.0
5791,4,50,35,0.2,10,11.8
5792,4,50,35,0.2,15,11.4
5793,4,50,35,0.2,20,9.4
5794,4,50,35,0.2,25,10.0
5795,4,50,35,0.2,30,9.2
5796,4,50,35,0.2,35,8.6
5797,4,50,35,0.2,40,9.2
5798,4,50,35,0.2,45,8.6
5799,4,50,35,0.2,50,9.0
5800,4,50,35,0.25,5,14.2
5801,4,50,35,0.25,10,13.0
5802,4,50,35,0.25,15,12.2
5803,4,50,35,0.25,20,10.6
5804,4,50,35,0.25,25,10.8
5805,4,50,35,0.25,30,11.4
5806,4,50,35,0.25,35,9.6
5807,4,50,35,0.25,40,10.0
5808,4,50,35,0.25,45,9.4
5809,4,50,35,0.25,50,9.2
5810,4,50,35,0.3,5,16.2
5811,4,50,35,0.3,10,13.8
5812,4,50,35,0.3,15,14.2
5813,4,50,35,0.3,20,12.0
5814,4,50,35,0.3,25,11.6
5815,4,50,35,0.3,30,11.8
5816,4,50,35,0.3,35,11.0
5817,4,50,35,0.3,40,12.2
5818,4,50,35,0.3,45,10.2
5819,4,50,35,0.3,50,10.8
5820,4,50,40,0.05,5,13.6
5821,4,50,40,0.05,10,10.4
5822,4,50,40,0.05,15,7.6
5823,4,50,40,0.05,20,7.2
5824,4,50,40,0.05,25,6.4
5825,4,50,40,0.05,30,5.4
5826,4,50,40,0.05,35,4.8
5827,4,50,40,0.05,40,5.6
5828,4,50,40,0.05,45,5.0
5829,4,50,40,0.05,50,4.8
5830,4,50,40,0.1,5,13.0
5831,4,50,40,0.1,10,10.2
5832,4,50,40,0.1,15,9.6
5833,4,50,40,0.1,20,7.8
5834,4,50,40,0.1,25,7.4
5835,4,50,40,0.1,30,6.8
5836,4,50,40,0.1,35,6.6
5837,4,50,40,0.1,40,6.6
5838,4,50,40,0.1,45,5.8
5839,4,50,40,0.1,50,6.4
5840,4,50,40,0.15,5,14.0
5841,4,50,40,0.15,10,11.4
5842,4,50,40,0.15,15,9.8
5843,4,50,40,0.15,20,9.0
5844,4,50,40,0.15,25,7.6
5845,4,50,40,0.15,30,8.0
5846,4,50,40,0.15,35,8.6
5847,4,50,40,0.15,40,7.4
5848,4,50,40,0.15,45,7.6
5849,4,50,40,0.15,50,7.4
5850,4,50,40,0.2,5,13.2
5851,4,50,40,0.2,10,11.6
5852,4,50,40,0.2,15,11.0
5853,4,50,40,0.2,20,9.8
5854,4,50,40,0.2,25,10.2
5855,4,50,40,0.2,30,8.8
5856,4,50,40,0.2,35,8.6
5857,4,50,40,0.2,40,9.0
5858,4,50,40,0.2,45,8.8
5859,4,50,40,0.2,50,8.8
5860,4,50,40,0.25,5,13.2
5861,4,50,40,0.25,10,12.8
5862,4,50,40,0.25,15,11.4
5863,4,50,40,0.25,20,11.4
5864,4,50,40,0.25,25,9.6
5865,4,50,40,0.25,30,10.4
5866,4,50,40,0.25,35,9.8
5867,4,50,40,0.25,40,10.0
5868,4,50,40,0.25,45,9.6
5869,4,50,40,0.25,50,9.6
5870,4,50,40,0.3,5,15.0
5871,4,50,40,0.3,10,13.8
5872,4,50,40,0.3,15,13.4
5873,4,50,40,0.3,20,12.8
5874,4,50,40,0.3,25,12.0
5875,4,50,40,0.3,30,11.2
5876,4,50,40,0.3,35,11.4
5877,4,50,40,0.3,40,11.0
5878,4,50,40,0.3,45,10.4
5879,4,50,40,0.3,50,11.0
5880,4,50,45,0.05,5,12.0
5881,4,50,45,0.05,10,10.4
5882,4,50,45,0.05,15,8.0
5883,4,50,45,0.05,20,7.4
5884,4,50,45,0.05,25,6.0
5885,4,50,45,0.05,30,5.6
5886,4,50,45,0.05,35,5.6
5887,4,50,45,0.05,40,4.8
5888,4,50,45,0.05,45,5.2
5889,4,50,45,0.05,50,5.0
5890,4,50,45,0.1,5,13.2
5891,4,50,45,0.1,10,10.0
5892,4,50,45,0.1,15,8.4
5893,4,50,45,0.1,20,8.0
5894,4,50,45,0.1,25,7.0
5895,4,50,45,0.1,30,7.0
5896,4,50,45,0.1,35,6.4
5897,4,50,45,0.1,40,6.2
5898,4,50,45,0.1,45,6.0
5899,4,50,45,0.1,50,6.2
5900,4,50,45,0.15,5,13.4
5901,4,50,45,0.15,10,10.6
5902,4,50,45,0.15,15,9.6
5903,4,50,45,0.15,20,8.6
5904,4,50,45,0.15,25,8.6
5905,4,50,45,0.15,30,7.8
5906,4,50,45,0.15,35,7.8
5907,4,50,45,0.15,40,7.2
5908,4,50,45,0.15,45,7.2
5909,4,50,45,0.15,50,6.8
5910,4,50,45,0.2,5,13.8
5911,4,50,45,0.2,10,12.0
5912,4,50,45,0.2,15,11.4
5913,4,50,45,0.2,20,10.0
5914,4,50,45,0.2,25,9.8
5915,4,50,45,0.2,30,9.8
5916,4,50,45,0.2,35,8.8
5917,4,50,45,0.2,40,8.0
5918,4,50,45,0.2,45,8.0
5919,4,50,45,0.2,50,8.0
5920,4,50,45,0.25,5,14.6
5921,4,50,45,0.25,10,12.6
5922,4,50,45,0.25,15,12.0
5923,4,50,45,0.25,20,11.4
5924,4,50,45,0.25,25,10.8
5925,4,50,45,0.25,30,10.4
5926,4,50,45,0.25,35,10.0
5927,4,50,45,0.25,40,9.4
5928,4,50,45,0.25,45,9.6
5929,4,50,45,0.25,50,9.2
5930,4,50,45,0.3,5,14.6
5931,4,50,45,0.3,10,13.2
5932,4,50,45,0.3,15,13.0
5933,4,50,45,0.3,20,12.8
5934,4,50,45,0.3,25,12.0
5935,4,50,45,0.3,30,10.8
5936,4,50,45,0.3,35,11.4
5937,4,50,45,0.3,40,11.2
5938,4,50,45,0.3,45,10.6
5939,4,50,45,0.3,50,10.6
5940,4,50,50,0.05,5,12.8
5941,4,50,50,0.05,10,8.8
5942,4,50,50,0.05,15,7.8
5943,4,50,50,0.05,20,6.8
5944,4,50,50,0.05,25,6.4
5945,4,50,50,0.05,30,5.4
5946,4,50,50,0.05,35,4.8
5947,4,50,50,0.05,40,5.2
5948,4,50,50,0.05,45,4.8
5949,4,50,50,0.05,50,4.6
5950,4,50,50,0.1,5,12.8
5951,4,50,50,0.1,10,10.2
5952,4,50,50,0.1,15,8.4
5953,4,50,50,0.1,20,8.4
5954,4,50,50,0.1,25,7.6
5955,4,50,50,0.1,30,6.6
5956,4,50,50,0.1,35,6.6
5957,4,50,50,0.1,40,6.2
5958,4,50,50,0.1,45,6.4
5959,4,50,50,0.1,50,6.0
5960,4,50,50,0.15,5,12.8
5961,4,50,50,0.15,10,10.6
5962,4,50,50,0.15,15,9.0
5963,4,50,50,0.15,20,9.4
5964,4,50,50,0.15,25,7.6
5965,4,50,50,0.15,30,8.2
5966,4,50,50,0.15,35,8.0
5967,4,50,50,0.15,40,8.0
5968,4,50,50,0.15,45,7.4
5969,4,50,50,0.15,50,7.0
5970,4,50,50,0.2,5,13.2
5971,4,50,50,0.2,10,11.8
5972,4,50,50,0.2,15,10.2
5973,4,50,50,0.2,20,9.6
5974,4,50,50,0.2,25,9.8
5975,4,50,50,0.2,30,9.0
5976,4,50,50,0.2,35,8.4
5977,4,50,50,0.2,40,8.4
5978,4,50,50,0.2,45,8.4
5979,4,50,50,0.2,50,8.0
5980,4,50,50,0.25,5,13.6
5981,4,50,50,0.25,10,12.6
5982,4,50,50,0.25,15,12.8
5983,4,50,50,0.25,20,11.4
5984,4,50,50,0.25,25,10.6
5985,4,50,50,0.25,30,9.2
5986,4,50,50,0.25,35,10.2
5987,4,50,50,0.25,40,9.6
5988,4,50,50,0.25,45,9.4
5989,4,50,50,0.25,50,9.0
5990,4,50,50,0.3,5,14.8
5991,4,50,50,0.3,10,13.0
5992,4,50,50,0.3,15,12.2
5993,4,50,50,0.3,20,12.2
5994,4,50,50,0.3,25,12.2
5995,4,50,50,0.3,30,11.2
5996,4,50,50,0.3,35,10.6
5997,4,50,50,0.3,40,11.6
5998,4,50,50,0.3,45,10.2
5999,4,50,50,0.3,50,11.2
6000,5,5,5,0.05,5,4.8
6001,5,5,5,0.05,10,5.0
6002,5,5,5,0.05,15,4.6
6003,5,5,5,0.05,20,4.6
6004,5,5,5,0.05,25,4.4
6005,5,5,5,0.05,30,4.6
6006,5,5,5,0.05,35,4.8
6007,5,5,5,0.05,40,4.4
6008,5,5,5,0.05,45,4.6
6009,5,5,5,0.05,50,4.4
6010,5,5,5,0.1,5,5.0
6011,5,5,5,0.1,10,4.2
6012,5,5,5,0.1,15,4.8
6013,5,5,5,0.1,20,4.2
6014,5,5,5,0.1,25,4.6
6015,5,5,5,0.1,30,4.6
6016,5,5,5,0.1,35,4.8
6017,5,5,5,0.1,40,4.6
6018,5,5,5,0.1,45,4.6
6019,5,5,5,0.1,50,4.6
6020,5,5,5,0.15,5,4.6
6021,5,5,5,0.15,10,4.8
6022,5,5,5,0.15,15,4.8
6023,5,5,5,0.15,20,4.2
6024,5,5,5,0.15,25,4.8
6025,5,5,5,0.15,30,4.6
6026,5,5,5,0.15,35,4.4
6027,5,5,5,0.15,40,4.6
6028,5,5,5,0.15,45,4.6
6029,5,5,5,0.15,50,4.6
6030,5,5,5,0.2,5,4.8
6031,5,5,5,0.2,10,4.8
6032,5,5,5,0.2,15,4.8
6033,5,5,5,0.2,20,4.4
6034,5,5,5,0.2,25,4.4
6035,5,5,5,0.2,30,4.6
6036,5,5,5,0.2,35,4.6
6037,5,5,5,0.2,40,4.4
6038,5,5,5,0.2,45,4.4
6039,5,5,5,0.2,50,4.6
6040,5,5,5,0.25,5,4.6
6041,5,5,5,0.25,10,4.6
6042,5,5,5,0.25,15,4.4
6043,5,5,5,0.25,20,4.4
6044,5,5,5,0.25,25,4.4
6045,5,5,5,0.25,30,4.8
6046,5,5,5,0.25,35,4.8
6047,5,5,5,0.25,40,4.4
6048,5,5,5,0.25,45,4.6
6049,5,5,5,0.25,50,4.6
6050,5,5,5,0.3,5,4.4
6051,5,5,5,0.3,10,4.4
6052,5,5,5,0.3,15,5.0
6053,5,5,5,0.3,20,4.8
6054,5,5,5,0.3,25,4.6
6055,5,5,5,0.3,30,4.6
6056,5,5,5,0.3,35,4.6
6057,5,5,5,0.3,40,4.6
6058,5,5,5,0.3,45,4.6
6059,5,5,5,0.3,50,4.6
6060,5,5,10,0.05,5,5.0
6061,5,5,10,0.05,10,4.6
6062,5,5,10,0.05,15,5.0
6063,5,5,10,0.05,20,4.6
6064,5,5,10,0.05,25,4.8
6065,5,5,10,0.05,30,4.4
6066,5,5,10,0.05,35,4.4
6067,5,5,10,0.05,40,4.6
6068,5,5,10,0.05,45,4.4
6069,5,5,10,0.05,50,4.8
6070,5,5,10,0.1,5,5.0
6071,5,5,10,0.1,10,4.6
6072,5,5,10,0.1,15,5.0
6073,5,5,10,0.1,20,4.4
6074,5,5,10,0.1,25,4.6
6075,5,5,10,0.1,30,4.6
6076,5,5,10,0.1,35,4.4
6077,5,5,10,0.1,40,4.4
6078,5,5,10,0.1,45,4.6
6079,5,5,10,0.1,50,4.2
6080,5,5,10,0.15,5,4.6
6081,5,5,10,0.15,10,4.6
6082,5,5,10,0.15,15,4.6
6083,5,5,10,0.15,20,4.4
6084,5,5,10,0.15,25,4.8
6085,5,5,10,0.15,30,4.8
6086,5,5,10,0.15,35,4.6
6087,5,5,10,0.15,40,4.8
6088,5,5,10,0.15,45,4.2
6089,5,5,10,0.15,50,4.6
6090,5,5,10,0.2,5,5.0
6091,5,5,10,0.2,10,4.4
6092,5,5,10,0.2,15,4.8
6093,5,5,10,0.2,20,4.6
6094,5,5,10,0.2,25,4.4
6095,5,5,10,0.2,30,4.2
6096,5,5,10,0.2,35,4.8
6097,5,5,10,0.2,40,4.4
6098,5,5,10,0.2,45,4.8
6099,5,5,10,0.2,50,4.4
6100,5,5,10,0.25,5,4.8
6101,5,5,10,0.25,10,4.4
6102,5,5,10,0.25,15,4.6
6103,5,5,10,0.25,20,4.4
6104,5,5,10,0.25,25,4.6
6105,5,5,10,0.25,30,4.4
6106,5,5,10,0.25,35,4.4
6107,5,5,10,0.25,40,4.8
6108,5,5,10,0.25,45,5.0
6109,5,5,10,0.25,50,4.4
6110,5,5,10,0.3,5,4.8
6111,5,5,10,0.3,10,4.6
6112,5,5,10,0.3,15,4.6
6113,5,5,10,0.3,20,4.6
6114,5,5,10,0.3,25,4.6
6115,5,5,10,0.3,30,4.8
6116,5,5,10,0.3,35,4.8
6117,5,5,10,0.3,40,5.0
6118,5,5,10,0.3,45,4.6
6119,5,5,10,0.3,50,4.6
6120,5,5,15,0.05,5,4.8
6121,5,5,15,0.05,10,5.0
6122,5,5,15,0.05,15,4.8
6123,5,5,15,0.05,20,4.4
6124,5,5,15,0.05,25,4.6
6125,5,5,15,0.05,30,5.0
6126,5,5,15,0.05,35,4.4
6127,5,5,15,0.05,40,4.6
6128,5,5,15,0.05,45,4.8
6129,5,5,15,0.05,50,4.2
6130,5,5,15,0.1,5,4.8
6131,5,5,15,0.1,10,5.0
6132,5,5,15,0.1,15,5.0
6133,5,5,15,0.1,20,4.6
6134,5,5,15,0.1,25,4.8
6135,5,5,15,0.1,30,4.6
6136,5,5,15,0.1,35,4.8
6137,5,5,15,0.1,40,4.6
6138,5,5,15,0.1,45,4.8
6139,5,5,15,0.1,50,4.6
6140,5,5,15,0.15,5,4.6
6141,5,5,15,0.15,10,4.6
6142,5,5,15,0.15,15,4.6
6143,5,5,15,0.15,20,4.8
6144,5,5,15,0.15,25,4.6
6145,5,5,15,0.15,30,4.6
6146,5,5,15,0.15,35,4.8
6147,5,5,15,0.15,40,4.8
6148,5,5,15,0.15,45,4.6
6149,5,5,15,0.15,50,4.6
6150,5,5,15,0.2,5,4.6
6151,5,5,15,0.2,10,4.4
6152,5,5,15,0.2,15,4.4
6153,5,5,15,0.2,20,4.4
6154,5,5,15,0.2,25,4.6
6155,5,5,15,0.2,30,4.8
6156,5,5,15,0.2,35,4.4
6157,5,5,15,0.2,40,4.6
6158,5,5,15,0.2,45,4.6
6159,5,5,15,0.2,50,4.6
6160,5,5,15,0.25,5,4.8
6161,5,5,15,0.25,10,4.2
6162,5,5,15,0.25,15,5.0
6163,5,5,15,0.25,20,4.8
6164,5,5,15,0.25,25,4.4
6165,5,5,15,0.25,30,4.2
6166,5,5,15,0.25,35,4.4
6167,5,5,15,0.25,40,4.8
6168,5,5,15,0.25,45,4.6
6169,5,5,15,0.25,50,4.8
6170,5,5,15,0.3,5,4.8
6171,5,5,15,0.3,10,4.6
6172,5,5,15,0.3,15,4.4
6173,5,5,15,0.3,20,4.8
6174,5,5,15,0.3,25,4.8
6175,5,5,15,0.3,30,4.6
6176,5,5,15,0.3,35,4.6
6177,5,5,15,0.3,40,4.2
6178,5,5,15,0.3,45,4.4
6179,5,5,15,0.3,50,4.4
6180,5,5,20,0.05,5,4.6
6181,5,5,20,0.05,10,4.4
6182,5,5,20,0.05,15,4.8
6183,5,5,20,0.05,20,4.4
6184,5,5,20,0.05,25,4.6
6185,5,5,20,0.05,30,5.0
6186,5,5,20,0.05,35,4.8
6187,5,5,20,0.05,40,4.2
6188,5,5,20,0.05,45,5.0
6189,5,5,20,0.05,50,4.6
6190,5,5,20,0.1,5,4.8
6191,5,5,20,0.1,10,4.6
6192,5,5,20,0.1,15,4.2
6193,5,5,20,0.1,20,4.2
6194,5,5,20,0.1,25,4.8
6195,5,5,20,0.1,30,4.4
6196,5,5,20,0.1,35,4.4
6197,5,5,20,0.1,40,4.8
6198,5,5,20,0.1,45,4.6
6199,5,5,20,0.1,50,4.6
6200,5,5,20,0.15,5,5.0
6201,5,5,20,0.15,10,4.6
6202,5,5,20,0.15,15,4.4
6203,5,5,20,0.15,20,4.8
6204,5,5,20,0.15,25,4.8
6205,5,5,20,0.15,30,4.4
6206,5,5,20,0.15,35,4.6
6207,5,5,20,0.15,40,4.8
6208,5,5,20,0.15,45,4.6
6209,5,5,20,0.15,50,4.4
6210,5,5,20,0.2,5,4.4
6211,5,5,20,0.2,10,4.6
6212,5,5,20,0.2,15,4.6
6213,5,5,20,0.2,20,4.4
6214,5,5,20,0.2,25,4.2
6215,5,5,20,0.2,30,4.4
6216,5,5,20,0.2,35,4.6
6217,5,5,20,0.2,40,4.6
6218,5,5,20,0.2,45,4.4
6219,5,5,20,0.2,50,4.2
6220,5,5,20,0.25,5,4.4
6221,5,5,20,0.25,10,4.4
6222,5,5,20,0.25,15,4.6
6223,5,5,20,0.25,20,4.8
6224,5,5,20,0.25,25,5.0
6225,5,5,20,0.25,30,4.6
6226,5,5,20,0.25,35,4.4
6227,5,5,20,0.25,40,4.6
6228,5,5,20,0.25,45,4.4
6229,5,5,20,0.25,50,4.4
6230,5,5,20,0.3,5,4.6
6231,5,5,20,0.3,10,4.6
6232,5,5,20,0.3,15,4.2
6233,5,5,20,0.3,20,4.6
6234,5,5,20,0.3,25,4.4
6235,5,5,20,0.3,30,4.6
6236,5,5,20,0.3,35,4.8
6237,5,5,20,0.3,40,4.6
6238,5,5,20,0.3,45,4.4
6239,5,5,20,0.3,50,4.8
6240,5,5,25,0.05,5,4.8
6241,5,5,25,0.05,10,4.4
6242,5,5,25,0.05,15,5.0
6243,5,5,25,0.05,20,4.0
6244,5,5,25,0.05,25,4.4
6245,5,5,25,0.05,30,4.8
6246,5,5,25,0.05,35,4.6
6247,5,5,25,0.05,40,4.4
6248,5,5,25,0.05,45,4.8
6249,5,5,25,0.05,50,4.4
6250,5,5,25,0.1,5,4.4
6251,5,5,25,0.1,10,4.6
6252,5,5,25,0.1,15,4.8
6253,5,5,25,0.1,20,4.6
6254,5,5,25,0.1,25,4.4
6255,5,5,25,0.1,30,4.6
6256,5,5,25,0.1,35,4.4
6257,5,5,25,0.1,40,4.8
6258,5,5,25,0.1,45,4.8
6259,5,5,25,0.1,50,4.6
6260,5,5,25,0.15,5,4.6
6261,5,5,25,0.15,10,4.4
6262,5,5,25,0.15,15,4.4
6263,5,5,25,0.15,20,4.0
6264,5,5,25,0.15,25,4.8
6265,5,5,25,0.15,30,4.6
6266,5,5,25,0.15,35,4.8
6267,5,5,25,0.15,40,4.4
6268,5,5,25,0.15,45,4.8
6269,5,5,25,0.15,50,4.6
6270,5,5,25,0.2,5,5.0
6271,5,5,25,0.2,10,4.8
6272,5,5,25,0.2,15,4.2
6273,5,5,25,0.2,20,4.6
6274,5,5,25,0.2,25,4.4
6275,5,5,25,0.2,30,4.2
6276,5,5,25,0.2,35,4.8
6277,5,5,25,0.2,40,4.8
6278,5,5,25,0.2,45,4.4
6279,5,5,25,0.2,50,5.0
6280,5,5,25,0.25,5,4.6
6281,5,5,25,0.25,10,4.4
6282,5,5,25,0.25,15,4.8
6283,5,5,25,0.25,20,4.4
6284,5,5,25,0.25,25,4.8
6285,5,5,25,0.25,30,5.0
6286,5,5,25,0.25,35,4.6
6287,5,5,25,0.25,40,4.8
6288,5,5,25,0.25,45,4.4
6289,5,5,25,0.25,50,4.8
6290,5,5,25,0.3,5,4.4
6291,5,5,25,0.3,10,4.8
6292,5,5,25,0.3,15,4.8
6293,5,5,25,0.3,20,4.6
6294,5,5,25,0.3,25,4.6
6295,5,5,25,0.3,30,4.4
6296,5,5,25,0.3,35,4.6
6297,5,5,25,0.3,40,5.0
6298,5,5,25,0.3,45,4.8
6299,5,5,25,0.3,50,4.0
6300,5,5,30,0.05,5,4.6
6301,5,5,30,0.05,10,4.8
6302,5,5,30,0.05,15,4.8
6303,5,5,30,0.05,20,4.8
6304,5,5,30,0.05,25,4.6
6305,5,5,30,0.05,30,4.6
6306,5,5,30,0.05,35,4.6
6307,5,5,30,0.05,40,4.6
6308,5,5,30,0.05,45,4.6
6309,5,5,30,0.05,50,4.6
6310,5,5,30,0.1,5,4.6
6311,5,5,30,0.1,10,4.6
6312,5,5,30,0.1,15,4.4
6313,5,5,30,0.1,20,4.8
6314,5,5,30,0.1,25,4.4
6315,5,5,30,0.1,30,4.6
6316,5,5,30,0.1,35,5.0
6317,5,5,30,0.1,40,4.6
6318,5,5,30,0.1,45,4.6
6319,5,5,30,0.1,50,4.4
6320,5,5,30,0.15,5,5.0
6321,5,5,30,0.15,10,4.6
6322,5,5,30,0.15,15,4.6
6323,5,5,30,0.15,20,4.8
6324,5,5,30,0.15,25,4.8
6325,5,5,30,0.15,30,4.6
6326,5,5,30,0.15,35,4.6
6327,5,5,30,0.15,40,4.8
6328,5,5,30,0.15,45,4.4
6329,5,5,30,0.15,50,4.6
6330,5,5,30,0.2,5,4.4
6331,5,5,30,0.2,10,4.4
6332,5,5,30,0.2,15,4.4
6333,5,5,30,0.2,20,5.0
6334,5,5,30,0.2,25,4.6
6335,5,5,30,0.2,30,4.2
6336,5,5,30,0.2,35,4.0
6337,5,5,30,0.2,40,4.6
6338,5,5,30,0.2,45,4.4
6339,5,5,30,0.2,50,4.8
6340,5,5,30,0.25,5,4.4
6341,5,5,30,0.25,10,4.4
6342,5,5,30,0.25,15,4.6
6343,5,5,30,0.25,20,4.8
6344,5,5,30,0.25,25,4.6
6345,5,5,30,0.25,30,4.6
6346,5,5,30,0.25,35,4.6
6347,5,5,30,0.25,40,4.6
6348,5,5,30,0.25,45,4.8
6349,5,5,30,0.25,50,4.8
6350,5,5,30,0.3,5,5.0
6351,5,5,30,0.3,10,4.8
6352,5,5,30,0.3,15,5.0
6353,5,5,30,0.3,20,4.6
6354,5,5,30,0.3,25,4.4
6355,5,5,30,0.3,30,4.6
6356,5,5,30,0.3,35,4.8
6357,5,5,30,0.3,40,4.4
6358,5,5,30,0.3,45,4.4
6359,5,5,30,0.3,50,4.8
6360,5,5,35,0.05,5,4.8
6361,5,5,35,0.05,10,4.6
6362,5,5,35,0.05,15,4.6
6363,5,5,35,0.05,20,4.6
6364,5,5,35,0.05,25,4.4
6365,5,5,35,0.05,30,4.6
6366,5,5,35,0.05,35,4.8
6367,5,5,35,0.05,40,4.2
6368,5,5,35,0.05,45,4.4
6369,5,5,35,0.05,50,4.6
6370,5,5,35,0.1,5,4.8
6371,5,5,35,0.1,10,4.2
6372,5,5,35,0.1,15,4.6
6373,5,5,35,0.1,20,5.0
6374,5,5,35,0.1,25,4.8
6375,5,5,35,0.1,30,4.4
6376,5,5,35,0.1,35,4.6
6377,5,5,35,0.1,40,4.4
6378,5,5,35,0.1,45,5.0
6379,5,5,35,0.1,50,4.6
6380,5,5,35,0.15,5,4.8
6381,5,5,35,0.15,10,5.0
6382,5,5,35,0.15,15,4.8
6383,5,5,35,0.15,20,4.6
6384,5,5,35,0.15,25,5.0
6385,5,5,35,0.15,30,4.4
6386,5,5,35,0.15,35,4.6
6387,5,5,35,0.15,40,4.4
6388,5,5,35,0.15,45,5.0
6389,5,5,35,0.15,50,4.8
6390,5,5,35,0.2,5,4.6
6391,5,5,35,0.2,10,4.6
6392,5,5,35,0.2,15,4.8
6393,5,5,35,0.2,20,4.2
6394,5,5,35,0.2,25,4.4
6395,5,5,35,0.2,30,4.6
