,Algorithm,CandidatesNum,PopulationSize,Alpha,IterationNumber,Result
3252,4,30,25,0.1,15,5.8
3253,4,30,25,0.1,20,5.8
3254,4,30,25,0.1,25,5.0
3255,4,30,25,0.1,30,4.8
3256,4,30,25,0.1,35,5.0
3257,4,30,25,0.1,40,5.0
3258,4,30,25,0.1,45,4.8
3259,4,30,25,0.1,50,4.8
3260,4,30,25,0.15,5,7.6
3261,4,30,25,0.15,10,6.6
3262,4,30,25,0.15,15,6.2
3263,4,30,25,0.15,20,5.8
3264,4,30,25,0.15,25,5.6
3265,4,30,25,0.15,30,6.0
3266,4,30,25,0.15,35,5.2
3267,4,30,25,0.15,40,5.2
3268,4,30,25,0.15,45,5.2
3269,4,30,25,0.15,50,5.4
3270,4,30,25,0.2,5,7.4
3271,4,30,25,0.2,10,7.2
3272,4,30,25,0.2,15,6.2
3273,4,30,25,0.2,20,6.4
3274,4,30,25,0.2,25,5.8
3275,4,30,25,0.2,30,5.6
3276,4,30,25,0.2,35,5.6
3277,4,30,25,0.2,40,5.6
3278,4,30,25,0.2,45,5.4
3279,4,30,25,0.2,50,5.6
3280,4,30,25,0.25,5,7.6
3281,4,30,25,0.25,10,6.8
3282,4,30,25,0.25,15,6.6
3283,4,30,25,0.25,20,7.0
3284,4,30,25,0.25,25,6.8
3285,4,30,25,0.25,30,6.0
3286,4,30,25,0.25,35,6.0
3287,4,30,25,0.25,40,6.4
3288,4,30,25,0.25,45,6.2
3289,4,30,25,0.25,50,5.8
3290,4,30,25,0.3,5,8.4
3291,4,30,25,0.3,10,8.2
3292,4,30,25,0.3,15,7.0
3293,4,30,25,0.3,20,6.8
3294,4,30,25,0.3,25,6.4
3295,4,30,25,0.3,30,6.6
3296,4,30,25,0.3,35,6.4
3297,4,30,25,0.3,40,6.2
3298,4,30,25,0.3,45,5.8
3299,4,30,25,0.3,50,6.2
3300,4,30,30,0.05,5,6.8
3301,4,30,30,0.05,10,5.8
3302,4,30,30,0.05,15,6.0
3303,4,30,30,0.05,20,5.2
3304,4,30,30,0.05,25,4.4
3305,4,30,30,0.05,30,5.0
3306,4,30,30,0.05,35,4.8
3307,4,30,30,0.05,40,5.0
3308,4,30,30,0.05,45,4.8
3309,4,30,30,0.05,50,5.0
3310,4,30,30,0.1,5,7.4
3311,4,30,30,0.1,10,6.0
3312,4,30,30,0.1,15,6.0
3313,4,30,30,0.1,20,5.8
3314,4,30,30,0.1,25,5.2
3315,4,30,30,0.1,30,5.0
3316,4,30,30,0.1,35,5.6
3317,4,30,30,0.1,40,4.8
3318,4,30,30,0.1,45,4.4
3319,4,30,30,0.1,50,4.8
3320,4,30,30,0.15,5,7.2
3321,4,30,30,0.15,10,6.2
3322,4,30,30,0.15,15,6.0
3323,4,30,30,0.15,20,6.2
3324,4,30,30,0.15,25,6.0
3325,4,30,30,0.15,30,5.6
3326,4,30,30,0.15,35,5.2
3327,4,30,30,0.15,40,5.8
3328,4,30,30,0.15,45,5.0
3329,4,30,30,0.15,50,5.2
3330,4,30,30,0.2,5,6.8
3331,4,30,30,0.2,10,6.8
3332,4,30,30,0.2,15,5.8
3333,4,30,30,0.2,20,6.0
3334,4,30,30,0.2,25,5.8
3335,4,30,30,0.2,30,5.6
3336,4,30,30,0.2,35,5.6
3337,4,30,30,0.2,40,5.4
3338,4,30,30,0.2,45,5.6
3339,4,30,30,0.2,50,5.4
3340,4,30,30,0.25,5,7.4
3341,4,30,30,0.25,10,7.2
3342,4,30,30,0.25,15,7.2
3343,4,30,30,0.25,20,6.4
3344,4,30,30,0.25,25,6.4
3345,4,30,30,0.25,30,6.2
3346,4,30,30,0.25,35,6.4
3347,4,30,30,0.25,40,6.4
3348,4,30,30,0.25,45,6.0
3349,4,30,30,0.25,50,6.4
3350,4,30,30,0.3,5,8.4
3351,4,30,30,0.3,10,7.6
3352,4,30,30,0.3,15,6.6
3353,4,30,30,0.3,20,7.0
3354,4,30,30,0.3,25,6.6
3355,4,30,30,0.3,30,7.2
3356,4,30,30,0.3,35,6.6
3357,4,30,30,0.3,40,6.2
3358,4,30,30,0.3,45,5.8
3359,4,30,30,0.3,50,6.0
3360,4,30,35,0.05,5,7.6
3361,4,30,35,0.05,10,5.6
3362,4,30,35,0.05,15,5.6
3363,4,30,35,0.05,20,5.0
3364,4,30,35,0.05,25,5.2
3365,4,30,35,0.05,30,4.8
3366,4,30,35,0.05,35,4.8
3367,4,30,35,0.05,40,4.4
3368,4,30,35,0.05,45,4.4
3369,4,30,35,0.05,50,4.2
3370,4,30,35,0.1,5,7.4
3371,4,30,35,0.1,10,5.8
3372,4,30,35,0.1,15,5.2
3373,4,30,35,0.1,20,5.6
3374,4,30,35,0.1,25,4.8
3375,4,30,35,0.1,30,4.8
3376,4,30,35,0.1,35,5.2
3377,4,30,35,0.1,40,4.6
3378,4,30,35,0.1,45,4.8
3379,4,30,35,0.1,50,4.6
3380,4,30,35,0.15,5,6.4
3381,4,30,35,0.15,10,6.0
3382,4,30,35,0.15,15,6.0
3383,4,30,35,0.15,20,5.8
3384,4,30,35,0.15,25,5.4
3385,4,30,35,0.15,30,5.2
3386,4,30,35,0.15,35,5.4
3387,4,30,35,0.15,40,5.0
3388,4,30,35,0.15,45,5.2
3389,4,30,35,0.15,50,5.0
3390,4,30,35,0.2,5,8.0
3391,4,30,35,0.2,10,6.8
3392,4,30,35,0.2,15,6.0
3393,4,30,35,0.2,20,6.0
3394,4,30,35,0.2,25,5.6
3395,4,30,35,0.2,30,6.0
3396,4,30,35,0.2,35,5.8
3397,4,30,35,0.2,40,5.4
3398,4,30,35,0.2,45,5.8
3399,4,30,35,0.2,50,5.2
3400,4,30,35,0.25,5,8.2
3401,4,30,35,0.25,10,7.0
3402,4,30,35,0.25,15,7.0
3403,4,30,35,0.25,20,6.8
3404,4,30,35,0.25,25,6.0
3405,4,30,35,0.25,30,6.0
3406,4,30,35,0.25,35,6.2
3407,4,30,35,0.25,40,5.6
3408,4,30,35,0.25,45,5.8
3409,4,30,35,0.25,50,5.8
3410,4,30,35,0.3,5,8.0
3411,4,30,35,0.3,10,7.6
3412,4,30,35,0.3,15,7.0
3413,4,30,35,0.3,20,6.6
3414,4,30,35,0.3,25,6.8
3415,4,30,35,0.3,30,6.8
3416,4,30,35,0.3,35,7.2
3417,4,30,35,0.3,40,6.2
3418,4,30,35,0.3,45,6.2
3419,4,30,35,0.3,50,6.4
3420,4,30,40,0.05,5,7.0
3421,4,30,40,0.05,10,6.8
3422,4,30,40,0.05,15,4.8
3423,4,30,40,0.05,20,4.6
3424,4,30,40,0.05,25,5.4
3425,4,30,40,0.05,30,4.8
3426,4,30,40,0.05,35,4.4
3427,4,30,40,0.05,40,4.6
3428,4,30,40,0.05,45,4.4
3429,4,30,40,0.05,50,4.0
3430,4,30,40,0.1,5,7.2
3431,4,30,40,0.1,10,6.0
3432,4,30,40,0.1,15,5.2
3433,4,30,40,0.1,20,5.4
3434,4,30,40,0.1,25,5.4
3435,4,30,40,0.1,30,5.0
3436,4,30,40,0.1,35,4.6
3437,4,30,40,0.1,40,4.8
3438,4,30,40,0.1,45,4.8
3439,4,30,40,0.1,50,5.0
3440,4,30,40,0.15,5,6.8
3441,4,30,40,0.15,10,6.0
3442,4,30,40,0.15,15,6.0
3443,4,30,40,0.15,20,5.6
3444,4,30,40,0.15,25,5.8
3445,4,30,40,0.15,30,5.2
3446,4,30,40,0.15,35,4.8
3447,4,30,40,0.15,40,5.2
3448,4,30,40,0.15,45,5.2
3449,4,30,40,0.15,50,5.0
3450,4,30,40,0.2,5,7.8
3451,4,30,40,0.2,10,6.4
3452,4,30,40,0.2,15,6.0
3453,4,30,40,0.2,20,6.0
3454,4,30,40,0.2,25,6.2
3455,4,30,40,0.2,30,5.4
3456,4,30,40,0.2,35,6.0
3457,4,30,40,0.2,40,5.8
3458,4,30,40,0.2,45,5.4
3459,4,30,40,0.2,50,5.2
3460,4,30,40,0.25,5,7.8
3461,4,30,40,0.25,10,7.4
3462,4,30,40,0.25,15,6.0
3463,4,30,40,0.25,20,6.6
3464,4,30,40,0.25,25,6.4
3465,4,30,40,0.25,30,6.4
3466,4,30,40,0.25,35,5.8
3467,4,30,40,0.25,40,5.6
3468,4,30,40,0.25,45,6.2
3469,4,30,40,0.25,50,5.6
3470,4,30,40,0.3,5,7.6
3471,4,30,40,0.3,10,7.0
3472,4,30,40,0.3,15,6.8
3473,4,30,40,0.3,20,6.4
3474,4,30,40,0.3,25,6.4
3475,4,30,40,0.3,30,6.6
3476,4,30,40,0.3,35,6.6
3477,4,30,40,0.3,40,6.0
3478,4,30,40,0.3,45,6.2
3479,4,30,40,0.3,50,6.0
3480,4,30,45,0.05,5,6.6
3481,4,30,45,0.05,10,5.6
3482,4,30,45,0.05,15,5.0
3483,4,30,45,0.05,20,4.8
3484,4,30,45,0.05,25,5.2
3485,4,30,45,0.05,30,4.4
3486,4,30,45,0.05,35,4.6
3487,4,30,45,0.05,40,4.4
3488,4,30,45,0.05,45,4.4
3489,4,30,45,0.05,50,5.0
3490,4,30,45,0.1,5,6.8
3491,4,30,45,0.1,10,5.8
3492,4,30,45,0.1,15,5.6
3493,4,30,45,0.1,20,5.0
3494,4,30,45,0.1,25,5.0
3495,4,30,45,0.1,30,4.8
3496,4,30,45,0.1,35,4.8
3497,4,30,45,0.1,40,4.8
3498,4,30,45,0.1,45,4.6
3499,4,30,45,0.1,50,4.2
3500,4,30,45,0.15,5,7.2
3501,4,30,45,0.15,10,6.8
3502,4,30,45,0.15,15,5.4
3503,4,30,45,0.15,20,5.6
3504,4,30,45,0.15,25,5.6
3505,4,30,45,0.15,30,5.2
3506,4,30,45,0.15,35,5.4
3507,4,30,45,0.15,40,5.0
3508,4,30,45,0.15,45,5.0
3509,4,30,45,0.15,50,4.8
3510,4,30,45,0.2,5,7.8
3511,4,30,45,0.2,10,7.2
3512,4,30,45,0.2,15,6.2
3513,4,30,45,0.2,20,5.8
3514,4,30,45,0.2,25,6.2
3515,4,30,45,0.2,30,5.8
3516,4,30,45,0.2,35,5.0
3517,4,30,45,0.2,40,5.6
3518,4,30,45,0.2,45,5.2
3519,4,30,45,0.2,50,5.6
3520,4,30,45,0.25,5,7.6
3521,4,30,45,0.25,10,6.6
3522,4,30,45,0.25,15,6.8
3523,4,30,45,0.25,20,5.8
3524,4,30,45,0.25,25,6.0
3525,4,30,45,0.25,30,5.8
3526,4,30,45,0.25,35,5.4
3527,4,30,45,0.25,40,5.8
3528,4,30,45,0.25,45,5.8
3529,4,30,45,0.25,50,5.8
3530,4,30,45,0.3,5,7.4
3531,4,30,45,0.3,10,7.6
3532,4,30,45,0.3,15,6.8
3533,4,30,45,0.3,20,6.6
3534,4,30,45,0.3,25,6.6
3535,4,30,45,0.3,30,6.8
3536,4,30,45,0.3,35,6.2
3537,4,30,45,0.3,40,6.2
3538,4,30,45,0.3,45,6.2
3539,4,30,45,0.3,50,6.4
3540,4,30,50,0.05,5,7.2
3541,4,30,50,0.05,10,6.0
3542,4,30,50,0.05,15,4.8
3543,4,30,50,0.05,20,4.8
3544,4,30,50,0.05,25,4.6
3545,4,30,50,0.05,30,4.4
3546,4,30,50,0.05,35,4.8
3547,4,30,50,0.05,40,4.4
3548,4,30,50,0.05,45,4.6
3549,4,30,50,0.05,50,4.4
3550,4,30,50,0.1,5,6.6
3551,4,30,50,0.1,10,6.0
3552,4,30,50,0.1,15,5.6
3553,4,30,50,0.1,20,5.4
3554,4,30,50,0.1,25,5.0
3555,4,30,50,0.1,30,4.8
3556,4,30,50,0.1,35,5.0
3557,4,30,50,0.1,40,4.6
3558,4,30,50,0.1,45,4.8
3559,4,30,50,0.1,50,4.4
3560,4,30,50,0.15,5,7.4
3561,4,30,50,0.15,10,6.2
3562,4,30,50,0.15,15,5.6
3563,4,30,50,0.15,20,5.8
3564,4,30,50,0.15,25,5.4
3565,4,30,50,0.15,30,5.2
3566,4,30,50,0.15,35,5.2
3567,4,30,50,0.15,40,5.0
3568,4,30,50,0.15,45,4.8
3569,4,30,50,0.15,50,5.0
3570,4,30,50,0.2,5,6.8
3571,4,30,50,0.2,10,6.8
3572,4,30,50,0.2,15,5.8
3573,4,30,50,0.2,20,5.8
3574,4,30,50,0.2,25,5.8
3575,4,30,50,0.2,30,5.4
3576,4,30,50,0.2,35,5.4
3577,4,30,50,0.2,40,5.6
3578,4,30,50,0.2,45,5.0
3579,4,30,50,0.2,50,4.8
3580,4,30,50,0.25,5,7.2
3581,4,30,50,0.25,10,6.8
3582,4,30,50,0.25,15,6.4
3583,4,30,50,0.25,20,6.6
3584,4,30,50,0.25,25,5.8
3585,4,30,50,0.25,30,6.0
3586,4,30,50,0.25,35,5.8
3587,4,30,50,0.25,40,5.4
3588,4,30,50,0.25,45,5.8
3589,4,30,50,0.25,50,5.8
3590,4,30,50,0.3,5,8.0
3591,4,30,50,0.3,10,7.0
3592,4,30,50,0.3,15,7.2
3593,4,30,50,0.3,20,6.8
3594,4,30,50,0.3,25,7.0
3595,4,30,50,0.3,30,6.2
3596,4,30,50,0.3,35,6.0
3597,4,30,50,0.3,40,5.8
3598,4,30,50,0.3,45,6.2
3599,4,30,50,0.3,50,6.0
3600,4,35,5,0.05,5,11.8
3601,4,35,5,0.05,10,11.2
3602,4,35,5,0.05,15,9.4
3603,4,35,5,0.05,20,8.4
3604,4,35,5,0.05,25,7.8
3605,4,35,5,0.05,30,7.2
3606,4,35,5,0.05,35,6.6
3607,4,35,5,0.05,40,6.8
3608,4,35,5,0.05,45,5.6
3609,4,35,5,0.05,50,5.8
3610,4,35,5,0.1,5,12.6
3611,4,35,5,0.1,10,10.4
3612,4,35,5,0.1,15,8.4
3613,4,35,5,0.1,20,8.4
3614,4,35,5,0.1,25,7.6
3615,4,35,5,0.1,30,7.4
3616,4,35,5,0.1,35,6.4
3617,4,35,5,0.1,40,6.0
3618,4,35,5,0.1,45,6.8
3619,4,35,5,0.1,50,6.4
3620,4,35,5,0.15,5,10.8
3621,4,35,5,0.15,10,10.4
3622,4,35,5,0.15,15,9.0
3623,4,35,5,0.15,20,8.2
3624,4,35,5,0.15,25,8.2
3625,4,35,5,0.15,30,7.8
3626,4,35,5,0.15,35,7.6
3627,4,35,5,0.15,40,7.2
3628,4,35,5,0.15,45,7.2
3629,4,35,5,0.15,50,6.2
3630,4,35,5,0.2,5,12.2
3631,4,35,5,0.2,10,11.0
3632,4,35,5,0.2,15,10.8
3633,4,35,5,0.2,20,8.6
3634,4,35,5,0.2,25,9.0
3635,4,35,5,0.2,30,7.6
3636,4,35,5,0.2,35,7.8
3637,4,35,5,0.2,40,6.8
3638,4,35,5,0.2,45,7.8
3639,4,35,5,0.2,50,7.2
3640,4,35,5,0.25,5,11.4
3641,4,35,5,0.25,10,11.0
3642,4,35,5,0.25,15,10.4
3643,4,35,5,0.25,20,9.4
3644,4,35,5,0.25,25,8.2
3645,4,35,5,0.25,30,8.8
3646,4,35,5,0.25,35,8.4
3647,4,35,5,0.25,40,8.0
3648,4,35,5,0.25,45,7.8
3649,4,35,5,0.25,50,8.2
3650,4,35,5,0.3,5,10.2
3651,4,35,5,0.3,10,10.4
3652,4,35,5,0.3,15,10.2
3653,4,35,5,0.3,20,9.4
3654,4,35,5,0.3,25,8.8
3655,4,35,5,0.3,30,8.6
3656,4,35,5,0.3,35,8.6
3657,4,35,5,0.3,40,9.0
3658,4,35,5,0.3,45,9.4
3659,4,35,5,0.3,50,9.0
3660,4,35,10,0.05,5,10.8
3661,4,35,10,0.05,10,6.8
3662,4,35,10,0.05,15,6.2
3663,4,35,10,0.05,20,6.6
3664,4,35,10,0.05,25,6.2
3665,4,35,10,0.05,30,5.4
3666,4,35,10,0.05,35,5.6
3667,4,35,10,0.05,40,5.0
3668,4,35,10,0.05,45,5.0
3669,4,35,10,0.05,50,5.2
3670,4,35,10,0.1,5,9.0
3671,4,35,10,0.1,10,8.2
3672,4,35,10,0.1,15,7.0
3673,4,35,10,0.1,20,7.0
3674,4,35,10,0.1,25,6.2
3675,4,35,10,0.1,30,6.0
3676,4,35,10,0.1,35,6.0
3677,4,35,10,0.1,40,5.8
3678,4,35,10,0.1,45,5.4
3679,4,35,10,0.1,50,5.6
3680,4,35,10,0.15,5,9.8
3681,4,35,10,0.15,10,9.0
3682,4,35,10,0.15,15,7.4
3683,4,35,10,0.15,20,6.4
3684,4,35,10,0.15,25,7.4
3685,4,35,10,0.15,30,6.6
3686,4,35,10,0.15,35,6.2
3687,4,35,10,0.15,40,6.6
3688,4,35,10,0.15,45,6.4
3689,4,35,10,0.15,50,6.6
3690,4,35,10,0.2,5,10.2
3691,4,35,10,0.2,10,9.2
3692,4,35,10,0.2,15,7.4
3693,4,35,10,0.2,20,8.0
3694,4,35,10,0.2,25,7.8
3695,4,35,10,0.2,30,7.6
3696,4,35,10,0.2,35,6.8
3697,4,35,10,0.2,40,6.8
3698,4,35,10,0.2,45,6.8
3699,4,35,10,0.2,50,6.4
3700,4,35,10,0.25,5,11.0
3701,4,35,10,0.25,10,9.4
3702,4,35,10,0.25,15,8.4
3703,4,35,10,0.25,20,8.6
3704,4,35,10,0.25,25,8.8
3705,4,35,10,0.25,30,8.8
3706,4,35,10,0.25,35,7.2
3707,4,35,10,0.25,40,8.0
3708,4,35,10,0.25,45,7.4
3709,4,35,10,0.25,50,7.6
3710,4,35,10,0.3,5,10.8
3711,4,35,10,0.3,10,9.8
3712,4,35,10,0.3,15,9.8
3713,4,35,10,0.3,20,8.8
3714,4,35,10,0.3,25,9.0
3715,4,35,10,0.3,30,9.0
3716,4,35,10,0.3,35,8.6
3717,4,35,10,0.3,40,7.8
3718,4,35,10,0.3,45,8.0
3719,4,35,10,0.3,50,7.4
3720,4,35,15,0.05,5,8.8
3721,4,35,15,0.05,10,8.0
3722,4,35,15,0.05,15,6.6
3723,4,35,15,0.05,20,5.8
3724,4,35,15,0.05,25,5.4
3725,4,35,15,0.05,30,5.4
3726,4,35,15,0.05,35,5.8
3727,4,35,15,0.05,40,5.4
3728,4,35,15,0.05,45,4.6
3729,4,35,15,0.05,50,5.0
3730,4,35,15,0.1,5,10.2
3731,4,35,15,0.1,10,6.4
3732,4,35,15,0.1,15,7.2
3733,4,35,15,0.1,20,6.0
3734,4,35,15,0.1,25,5.8
3735,4,35,15,0.1,30,5.2
3736,4,35,15,0.1,35,5.4
3737,4,35,15,0.1,40,5.4
3738,4,35,15,0.1,45,6.0
3739,4,35,15,0.1,50,5.2
3740,4,35,15,0.15,5,9.8
3741,4,35,15,0.15,10,8.8
3742,4,35,15,0.15,15,8.4
3743,4,35,15,0.15,20,6.4
3744,4,35,15,0.15,25,5.8
3745,4,35,15,0.15,30,5.8
3746,4,35,15,0.15,35,6.6
3747,4,35,15,0.15,40,6.0
3748,4,35,15,0.15,45,6.2
3749,4,35,15,0.15,50,6.0
3750,4,35,15,0.2,5,9.8
3751,4,35,15,0.2,10,8.4
3752,4,35,15,0.2,15,7.8
3753,4,35,15,0.2,20,7.6
3754,4,35,15,0.2,25,7.2
3755,4,35,15,0.2,30,6.8
3756,4,35,15,0.2,35,6.6
3757,4,35,15,0.2,40,6.2
3758,4,35,15,0.2,45,6.6
3759,4,35,15,0.2,50,5.8
3760,4,35,15,0.25,5,9.6
3761,4,35,15,0.25,10,9.0
3762,4,35,15,0.25,15,8.0
3763,4,35,15,0.25,20,8.0
3764,4,35,15,0.25,25,7.8
3765,4,35,15,0.25,30,7.6
3766,4,35,15,0.25,35,7.6
3767,4,35,15,0.25,40,7.2
3768,4,35,15,0.25,45,6.8
3769,4,35,15,0.25,50,6.6
3770,4,35,15,0.3,5,10.6
3771,4,35,15,0.3,10,9.2
3772,4,35,15,0.3,15,7.8
3773,4,35,15,0.3,20,8.2
3774,4,35,15,0.3,25,8.2
3775,4,35,15,0.3,30,8.2
3776,4,35,15,0.3,35,7.8
3777,4,35,15,0.3,40,7.4
3778,4,35,15,0.3,45,7.0
3779,4,35,15,0.3,50,7.0
3780,4,35,20,0.05,5,9.4
3781,4,35,20,0.05,10,7.0
3782,4,35,20,0.05,15,6.4
3783,4,35,20,0.05,20,6.0
3784,4,35,20,0.05,25,5.0
3785,4,35,20,0.05,30,5.8
3786,4,35,20,0.05,35,5.2
3787,4,35,20,0.05,40,4.6
3788,4,35,20,0.05,45,4.8
3789,4,35,20,0.05,50,4.6
3790,4,35,20,0.1,5,9.0
3791,4,35,20,0.1,10,7.4
3792,4,35,20,0.1,15,6.4
3793,4,35,20,0.1,20,6.0
3794,4,35,20,0.1,25,5.8
3795,4,35,20,0.1,30,5.6
3796,4,35,20,0.1,35,5.8
3797,4,35,20,0.1,40,5.2
3798,4,35,20,0.1,45,5.4
3799,4,35,20,0.1,50,5.4
3800,4,35,20,0.15,5,9.0
3801,4,35,20,0.15,10,7.4
3802,4,35,20,0.15,15,7.4
3803,4,35,20,0.15,20,6.6
3804,4,35,20,0.15,25,6.8
3805,4,35,20,0.15,30,6.0
3806,4,35,20,0.15,35,6.4
3807,4,35,20,0.15,40,6.0
3808,4,35,20,0.15,45,5.6
3809,4,35,20,0.15,50,5.8
3810,4,35,20,0.2,5,10.4
3811,4,35,20,0.2,10,8.4
3812,4,35,20,0.2,15,7.6
3813,4,35,20,0.2,20,7.0
3814,4,35,20,0.2,25,6.6
3815,4,35,20,0.2,30,6.8
3816,4,35,20,0.2,35,6.4
3817,4,35,20,0.2,40,6.6
3818,4,35,20,0.2,45,5.8
3819,4,35,20,0.2,50,6.6
3820,4,35,20,0.25,5,8.8
3821,4,35,20,0.25,10,8.4
3822,4,35,20,0.25,15,7.8
3823,4,35,20,0.25,20,8.0
3824,4,35,20,0.25,25,7.4
3825,4,35,20,0.25,30,7.8
3826,4,35,20,0.25,35,7.0
3827,4,35,20,0.25,40,6.8
3828,4,35,20,0.25,45,7.0
3829,4,35,20,0.25,50,6.6
3830,4,35,20,0.3,5,10.6
3831,4,35,20,0.3,10,9.8
3832,4,35,20,0.3,15,8.8
3833,4,35,20,0.3,20,8.4
3834,4,35,20,0.3,25,7.8
3835,4,35,20,0.3,30,7.6
3836,4,35,20,0.3,35,6.8
3837,4,35,20,0.3,40,7.4
3838,4,35,20,0.3,45,7.2
3839,4,35,20,0.3,50,7.0
3840,4,35,25,0.05,5,8.6
3841,4,35,25,0.05,10,7.0
3842,4,35,25,0.05,15,6.2
3843,4,35,25,0.05,20,5.8
3844,4,35,25,0.05,25,5.0
3845,4,35,25,0.05,30,5.2
3846,4,35,25,0.05,35,4.8
3847,4,35,25,0.05,40,4.8
3848,4,35,25,0.05,45,4.8
3849,4,35,25,0.05,50,5.2
3850,4,35,25,0.1,5,8.4
3851,4,35,25,0.1,10,7.0
3852,4,35,25,0.1,15,6.8
3853,4,35,25,0.1,20,5.2
3854,4,35,25,0.1,25,5.6
3855,4,35,25,0.1,30,5.6
3856,4,35,25,0.1,35,5.2
3857,4,35,25,0.1,40,5.2
3858,4,35,25,0.1,45,5.2
3859,4,35,25,0.1,50,5.2
3860,4,35,25,0.15,5,9.0
3861,4,35,25,0.15,10,7.6
3862,4,35,25,0.15,15,7.0
3863,4,35,25,0.15,20,6.8
3864,4,35,25,0.15,25,6.8
3865,4,35,25,0.15,30,6.4
3866,4,35,25,0.15,35,6.4
3867,4,35,25,0.15,40,5.4
3868,4,35,25,0.15,45,6.0
3869,4,35,25,0.15,50,5.4
3870,4,35,25,0.2,5,10.0
3871,4,35,25,0.2,10,7.8
3872,4,35,25,0.2,15,7.8
3873,4,35,25,0.2,20,7.0
3874,4,35,25,0.2,25,6.8
3875,4,35,25,0.2,30,7.0
3876,4,35,25,0.2,35,7.0
3877,4,35,25,0.2,40,6.2
3878,4,35,25,0.2,45,5.8
3879,4,35,25,0.2,50,6.6
3880,4,35,25,0.25,5,10.2
3881,4,35,25,0.25,10,8.4
3882,4,35,25,0.25,15,7.6
3883,4,35,25,0.25,20,7.6
3884,4,35,25,0.25,25,7.4
3885,4,35,25,0.25,30,7.4
3886,4,35,25,0.25,35,7.2
3887,4,35,25,0.25,40,7.4
3888,4,35,25,0.25,45,6.6
3889,4,35,25,0.25,50,6.8
3890,4,35,25,0.3,5,10.0
3891,4,35,25,0.3,10,8.0
3892,4,35,25,0.3,15,8.4
3893,4,35,25,0.3,20,8.4
3894,4,35,25,0.3,25,7.8
3895,4,35,25,0.3,30,7.6
3896,4,35,25,0.3,35,7.4
3897,4,35,25,0.3,40,7.2
3898,4,35,25,0.3,45,7.2
3899,4,35,25,0.3,50,7.4
3900,4,35,30,0.05,5,8.6
3901,4,35,30,0.05,10,6.6
3902,4,35,30,0.05,15,5.6
3903,4,35,30,0.05,20,5.2
3904,4,35,30,0.05,25,5.2
3905,4,35,30,0.05,30,5.0
3906,4,35,30,0.05,35,4.8
3907,4,35,30,0.05,40,5.2
3908,4,35,30,0.05,45,4.8
3909,4,35,30,0.05,50,4.6
3910,4,35,30,0.1,5,7.6
3911,4,35,30,0.1,10,6.6
3912,4,35,30,0.1,15,6.0
3913,4,35,30,0.1,20,6.2
3914,4,35,30,0.1,25,6.0
3915,4,35,30,0.1,30,5.2
3916,4,35,30,0.1,35,5.2
3917,4,35,30,0.1,40,5.2
3918,4,35,30,0.1,45,4.8
3919,4,35,30,0.1,50,5.0
3920,4,35,30,0.15,5,8.2
3921,4,35,30,0.15,10,7.2
3922,4,35,30,0.15,15,6.4
3923,4,35,30,0.15,20,6.6
3924,4,35,30,0.15,25,5.8
3925,4,35,30,0.15,30,6.0
3926,4,35,30,0.15,35,6.2
3927,4,35,30,0.15,40,5.8
3928,4,35,30,0.15,45,5.6
3929,4,35,30,0.15,50,6.2
3930,4,35,30,0.2,5,9.6
3931,4,35,30,0.2,10,8.0
3932,4,35,30,0.2,15,7.8
3933,4,35,30,0.2,20,7.0
3934,4,35,30,0.2,25,7.0
3935,4,35,30,0.2,30,6.4
3936,4,35,30,0.2,35,6.0
3937,4,35,30,0.2,40,6.2
3938,4,35,30,0.2,45,6.2
3939,4,35,30,0.2,50,6.2
3940,4,35,30,0.25,5,9.6
3941,4,35,30,0.25,10,7.8
3942,4,35,30,0.25,15,7.0
3943,4,35,30,0.25,20,8.0
3944,4,35,30,0.25,25,7.8
3945,4,35,30,0.25,30,6.8
3946,4,35,30,0.25,35,6.6
3947,4,35,30,0.25,40,6.8
3948,4,35,30,0.25,45,6.6
3949,4,35,30,0.25,50,6.6
3950,4,35,30,0.3,5,9.6
3951,4,35,30,0.3,10,9.6
3952,4,35,30,0.3,15,8.6
3953,4,35,30,0.3,20,7.6
3954,4,35,30,0.3,25,7.0
3955,4,35,30,0.3,30,7.6
3956,4,35,30,0.3,35,7.8
3957,4,35,30,0.3,40,7.0
3958,4,35,30,0.3,45,7.0
3959,4,35,30,0.3,50,7.2
3960,4,35,35,0.05,5,7.8
3961,4,35,35,0.05,10,6.8
3962,4,35,35,0.05,15,6.2
3963,4,35,35,0.05,20,5.2
3964,4,35,35,0.05,25,5.0
3965,4,35,35,0.05,30,5.0
3966,4,35,35,0.05,35,5.0
3967,4,35,35,0.05,40,4.6
3968,4,35,35,0.05,45,5.2
3969,4,35,35,0.05,50,4.8
3970,4,35,35,0.1,5,7.8
3971,4,35,35,0.1,10,6.4
3972,4,35,35,0.1,15,7.0
3973,4,35,35,0.1,20,5.8
3974,4,35,35,0.1,25,5.4
3975,4,35,35,0.1,30,4.8
3976,4,35,35,0.1,35,5.2
3977,4,35,35,0.1,40,4.8
3978,4,35,35,0.1,45,4.8
3979,4,35,35,0.1,50,4.8
3980,4,35,35,0.15,5,8.2
3981,4,35,35,0.15,10,7.8
3982,4,35,35,0.15,15,6.6
3983,4,35,35,0.15,20,6.6
3984,4,35,35,0.15,25,6.2
3985,4,35,35,0.15,30,5.8
