,Algorithm,CandidatesNum,GroupsNumber,GroupMembers,Result
684,1,450,6,6,0.056879281997680664
685,1,450,7,2,0.014960050582885742
686,1,450,7,3,0.022939443588256836
687,1,450,7,4,0.04486274719238281
688,1,450,7,5,0.05485391616821289
689,1,450,7,6,0.0628204345703125
690,1,470,2,2,0.007006406784057617
691,1,470,2,3,0.010970354080200195
692,1,470,2,4,0.014959335327148438
693,1,470,2,5,0.019940614700317383
694,1,470,2,6,0.024933576583862305
695,1,470,3,2,0.007978439331054688
696,1,470,3,3,0.013962745666503906
697,1,470,3,4,0.01994609832763672
698,1,470,3,5,0.02493429183959961
699,1,470,3,6,0.03091716766357422
700,1,470,4,2,0.008975982666015625
701,1,470,4,3,0.015957355499267578
702,1,470,4,4,0.024933338165283203
703,1,470,4,5,0.030920028686523438
704,1,470,4,6,0.04288530349731445
705,1,470,5,2,0.010961771011352539
706,1,470,5,3,0.018949031829833984
707,1,470,5,4,0.034906625747680664
708,1,470,5,5,0.04288458824157715
709,1,470,5,6,0.05085873603820801
710,1,470,6,2,0.011960029602050781
711,1,470,6,3,0.02195143699645996
712,1,470,6,4,0.039893388748168945
713,1,470,6,5,0.04986691474914551
714,1,470,6,6,0.06780529022216797
715,1,470,7,2,0.013978242874145508
716,1,470,7,3,0.034906625747680664
717,1,470,7,4,0.044879913330078125
718,1,470,7,5,0.05786275863647461
719,1,470,7,6,0.07678985595703125
720,1,490,2,2,0.007990837097167969
721,1,490,2,3,0.011955976486206055
722,1,490,2,4,0.015958786010742188
723,1,490,2,5,0.020943164825439453
724,1,490,2,6,0.0249326229095459
725,1,490,3,2,0.007999897003173828
726,1,490,3,3,0.013933420181274414
727,1,490,3,4,0.019949674606323242
